45 C
445, -3086317, -54372.6614, -115.543185
446, -3107007, -54373.0916, -115.544100
447, -3145843, -54373.5219, -115.545014
448, -3202039, -54373.9521, -115.545928
449, -3274367, -54374.3823, -115.546842
450, -3361115, -54374.8125, -115.547757
451, -3460085, -54375.2428, -115.548671
452, -3568618, -54375.6730, -115.549585
453, -3683653, -54376.1032, -115.550499
454, -3801818, -54376.5335, -115.551414
455, -3919584, -54376.9637, -115.552328
456, -4033492, -54377.3939, -115.553242
457, -4140435, -54377.8241, -115.554156
458, -4237925, -54378.2544, -115.555071
459, -4324261, -54378.6846, -115.555985
460, -4398499, -54379.1148, -115.556899
461, -4460218, -54379.5451, -115.557813
462, -4509164, -54379.9753, -115.558728
463, -4544909, -54380.4055, -115.559642
464, -4566640, -54380.8358, -115.560556
465, -4573076, -54381.2660, -115.561470
466, -4562515, -54381.6962, -115.562385
467, -4532945, -54382.1264, -115.563299
468, -4482238, -54382.5567, -115.564213
469, -4408463, -54382.9869, -115.565127
470, -4310266, -54383.4171, -115.566042
471, -4187280, -54383.8474, -115.566956
472, -4040431, -54384.2776, -115.567870
473, -3872089, -54384.7078, -115.568784
474, -3686037, -54385.1380, -115.569699
475, -3487306, -54385.5683, -115.570613
476, -3281891, -54385.9985, -115.571527
477, -3076384, -54386.4287, -115.572441
478, -2877560, -54386.8590, -115.573356
479, -2691934, -54387.2892, -115.574270
480, -2525394, -54387.7194, -115.575184
481, -2382897, -54388.1496, -115.576098
482, -2268193, -54388.5799, -115.577012
483, -2183533, -54389.0101, -115.577927
484, -2129330, -54389.4403, -115.578841
485, -2103893, -54389.8706, -115.579755
486, -2103428, -54390.3008, -115.580669
487, -2122453, -54390.7310, -115.581584
488, -2154627, -54391.1612, -115.582498
489, -2193782, -54391.5915, -115.583412
490, -2234856, -54392.0217, -115.584326
491, -2274453, -54392.4519, -115.585241
492, -2310935, -54392.8822, -115.586155
493, -2344105, -54393.3124, -115.587069
494, -2374666, -54393.7426, -115.587983
495, -2403619, -54394.1728, -115.588898
496, -2431762, -54394.6031, -115.589812
497, -2459348, -54395.0333, -115.590726
498, -2485936, -54395.4635, -115.591640
499, -2510423, -54395.8938, -115.592555
500, -2531266, -54396.3240, -115.593469
501, -2546791, -54396.7542, -115.594383
502, -2555566, -54397.1845, -115.595297
503, -2556662, -54397.6147, -115.596212
504, -2549804, -54398.0449, -115.597126
505, -2535359, -54398.4751, -115.598040
506, -2514195, -54398.9054, -115.598954
507, -2487448, -54399.3356, -115.599869
508, -2456267, -54399.7658, -115.600783
509, -2421574, -54400.1961, -115.601697
510, -2383972, -54400.6263, -115.602611
511, -2343815, -54401.0565, -115.603526
512, -2301518, -54401.4867, -115.604440
513, -2258021, -54401.9170, -115.605354
514, -2215283, -54402.3472, -115.606268
515, -2176620, -54402.7774, -115.607183
516, -2146694, -54403.2077, -115.608097
517, -2131100, -54403.6379, -115.609011
518, -2135562, -54404.0681, -115.609925
519, -2164995, -54404.4983, -115.610840
520, -2222603, -54404.9286, -115.611754
521, -2309307, -54405.3588, -115.612668
522, -2423564, -54405.7890, -115.613582
523, -2561577, -54406.2193, -115.614497
524, -2717761, -54406.6495, -115.615411
525, -2885296, -54407.0797, -115.616325
526, -3056602, -54407.5099, -115.617239
527, -3223703, -54407.9402, -115.618154
528, -3378508, -54408.3704, -115.619068
529, -3513135, -54408.8006, -115.619982
530, -3620269, -54409.2309, -115.620896
531, -3693577, -54409.6611, -115.621811
532, -3728095, -54410.0913, -115.622725
533, -3720568, -54410.5216, -115.623639
534, -3669716, -54410.9518, -115.624553
535, -3576372, -54411.3820, -115.625468
536, -3443407, -54411.8122, -115.626382
537, -3275318, -54412.2425, -115.627296
538, -3077474, -54412.6727, -115.628210
539, -2855099, -54413.1029, -115.629125
540, -2612321, -54413.5332, -115.630039
541, -2351621, -54413.9634, -115.630953
542, -2074012, -54414.3936, -115.631867
543, -1779952, -54414.8238, -115.632782
544, -1470749, -54415.2541, -115.633696
545, -1149959, -54415.6843, -115.634610
546, -824263, -54416.1145, -115.635524
547, -503464, -54416.5448, -115.636439
548, -199577, -54416.9750, -115.637353
549, 74712, -54417.4052, -115.638267
550, 307810, -54417.8354, -115.639181
551, 490759, -54418.2657, -115.640096
552, 618230, -54418.6959, -115.641010
553, 688825, -54419.1261, -115.641924
554, 704715, -54419.5564, -115.642838
555, 670825, -54419.9866, -115.643753
556, 593807, -54420.4168, -115.644667
557, 481074, -54420.8470, -115.645581
558, 340093, -54421.2773, -115.646495
559, 178009, -54421.7075, -115.647409
560, 1583, -54422.1377, -115.648324
561, -182678, -54422.5680, -115.649238
562, -368462, -54422.9982, -115.650152
563, -549782, -54423.4284, -115.651066
564, -721381, -54423.8587, -115.651981
565, -879271, -54424.2889, -115.652895
566, -1021238, -54424.7191, -115.653809
567, -1147070, -54425.1493, -115.654723
568, -1258451, -54425.5796, -115.655638
569, -1358495, -54426.0098, -115.656552
570, -1451037, -54426.4400, -115.657466
571, -1539902, -54426.8703, -115.658380
572, -1628332, -54427.3005, -115.659295
573, -1718739, -54427.7307, -115.660209
574, -1812812, -54428.1609, -115.661123
575, -1911848, -54428.5912, -115.662037
576, -2017096, -54429.0214, -115.662952
577, -2129896, -54429.4516, -115.663866
578, -2251522, -54429.8819, -115.664780
579, -2382789, -54430.3121, -115.665694
580, -2523647, -54430.7423, -115.666609
581, -2672948, -54431.1725, -115.667523
582, -2828526, -54431.6028, -115.668437
583, -2987473, -54432.0330, -115.669351
584, -3146468, -54432.4632, -115.670266
585, -3301923, -54432.8935, -115.671180
586, -3449925, -54433.3237, -115.672094
587, -3586070, -54433.7539, -115.673008
588, -3705394, -54434.1841, -115.673923
589, -3802631, -54434.6144, -115.674837
590, -3872823, -54435.0446, -115.675751
591, -3912174, -54435.4748, -115.676665
592, -3918877, -54435.9051, -115.677580
593, -3893597, -54436.3353, -115.678494
594, -3839410, -54436.7655, -115.679408
595, -3761191, -54437.1958, -115.680322
596, -3664615, -54437.6260, -115.681237
597, -3555106, -54438.0562, -115.682151
598, -3437027, -54438.4864, -115.683065
599, -3313268, -54438.9167, -115.683979
600, -3185243, -54439.3469, -115.684894
601, -3053127, -54439.7771, -115.685808
602, -2916223, -54440.2074, -115.686722
603, -2773372, -54440.6376, -115.687636
604, -2623415, -54441.0678, -115.688551
605, -2465694, -54441.4980, -115.689465
606, -2300489, -54441.9283, -115.690379
607, -2129274, -54442.3585, -115.691293
608, -1954672, -54442.7887, -115.692208
609, -1780104, -54443.2190, -115.693122
610, -1609299, -54443.6492, -115.694036
611, -1445870, -54444.0794, -115.694950
612, -1293124, -54444.5096, -115.695865
613, -1154152, -54444.9399, -115.696779
614, -1032047, -54445.3701, -115.697693
615, -930026, -54445.8003, -115.698607
616, -851277, -54446.2306, -115.699522
617, -798471, -54446.6608, -115.700436
618, -773077, -54447.0910, -115.701350
619, -774693, -54447.5212, -115.702264
620, -800646, -54447.9515, -115.703179
621, -845950, -54448.3817, -115.704093
622, -903681, -54448.8119, -115.705007
623, -965714, -54449.2422, -115.705921
624, -1023709, -54449.6724, -115.706836
625, -1070231, -54450.1026, -115.707750
626, -1099759, -54450.5328, -115.708664
627, -1109398, -54450.9631, -115.709578
628, -1099111, -54451.3933, -115.710493
629, -1071499, -54451.8235, -115.711407
630, -1031277, -54452.2538, -115.712321
631, -984627, -54452.6840, -115.713235
632, -938581, -54453.1142, -115.714150
633, -900405, -54453.5445, -115.715064
634, -876957, -54453.9747, -115.715978
635, -874028, -54454.4049, -115.716892
636, -895755, -54454.8351, -115.717806
637, -944253, -54455.2654, -115.718721
638, -1019605, -54455.6956, -115.719635
639, -1120180, -54456.1258, -115.720549
640, -1243192, -54456.5561, -115.721463
641, -1385275, -54456.9863, -115.722378
642, -1542933, -54457.4165, -115.723292
643, -1712781, -54457.8467, -115.724206
644, -1891592, -54458.2770, -115.725120
645, -2076248, -54458.7072, -115.726035
646, -2263670, -54459.1374, -115.726949
647, -2450803, -54459.5677, -115.727863
648, -2634716, -54459.9979, -115.728777
649, -2812816, -54460.4281, -115.729692
650, -2983129, -54460.8583, -115.730606
651, -3144519, -54461.2886, -115.731520
652, -3296687, -54461.7188, -115.732434
653, -3439861, -54462.1490, -115.733349
654, -3574241, -54462.5793, -115.734263
655, -3699438, -54463.0095, -115.735177
656, -3814200, -54463.4397, -115.736091
657, -3916593, -54463.8699, -115.737006
658, -4004606, -54464.3002, -115.737920
659, -4076909, -54464.7304, -115.738834
660, -4133409, -54465.1606, -115.739748
661, -4175309, -54465.5909, -115.740663
662, -4204573, -54466.0211, -115.741577
663, -4222951, -54466.4513, -115.742491
664, -4230950, -54466.8816, -115.743405
665, -4227140, -54467.3118, -115.744320
666, -4208099, -54467.7420, -115.745234
667, -4169058, -54468.1722, -115.746148
668, -4105085, -54468.6025, -115.747062
669, -4012466, -54469.0327, -115.747977
670, -3889915, -54469.4629, -115.748891
671, -3739311, -54469.8932, -115.749805
672, -3565761, -54470.3234, -115.750719
673, -3376938, -54470.7536, -115.751634
674, -3181836, -54471.1838, -115.752548
675, -2989181, -54471.6141, -115.753462
676, -2805960, -54472.0443, -115.754376
677, -2636416, -54472.4745, -115.755291
678, -2481762, -54472.9048, -115.756205
679, -2340638, -54473.3350, -115.757119
680, -2210060, -54473.7652, -115.758033
681, -2086592, -54474.1954, -115.758948
682, -1967372, -54474.6257, -115.759862
683, -1850799, -54475.0559, -115.760776
684, -1736799, -54475.4861, -115.761690
685, -1626704, -54475.9164, -115.762605
